SITE,PLATFORM,Network,Array,GDAC,WMO_ID,ORIG_DESC_YYYYMM,UPDATE_PI_EMAIL,UPDATE_DATE_YYYYMM,SITE_DESCRIPTION,LAT,LON,TYPE,OCEAN,STATUS,DATA_TYPE,PHYS,MET,GEOPHYS,BGCHEM,CO2,FLUX,AirSeaFlux_Ref,COUNTRY,AGENCY,JCOMMOPS_PROGRAM,INFOURL,DATAURL,MetadataURL,PI,EMAILS,MISC,Observatory_or_Project,DAC,DataManager,DataManagementAgency
SEATS1,SEATS1,SEATS,, -, -,200503,cmtseng@ncor.ntu.edu.tw, -,South China Sea SEATS,18.000,115.500,surface,Pacific,DISCONTINUED,Delayed Mode Data; Not Accessible,1,1,,,,,,TAIWAN,TAIWAN-NCOR,,http://www.ncor.ntu.edu.tw, - ,,Yang;Tseng   ,cmtseng@ncor.ntu.edu.tw;'wcjou@mail.nsysu.edu.tw';'yy@ncor.ntu.edu.tw',,SEATS,-,-,-
LINE-P,LINE-P,,STATION-P,(NDBC),NY,200608,Marie.Robert@dfo-mpo.gc.ca,200902,Ocean Station Papa Line P,50.000,-145.000,subsurface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,,,1,1,,,CANADA,CANADA,,http://www-sci.pac.dfo-mpo.gc.ca/osap/projects/linepdata/default_e.htm,http://www-sci.pac.dfo-mpo.gc.ca/osap/data/linep/linepselectdata_e.htm,,Freeland;Whitney (BCG);L Miller (BGC);D Mackas (Biol),FreelandHj@dfo-mpo.gc.ca;WhitneyF@dfo-mpo.gc.ca;Marie.Robert@dfo-mpo.gc.ca;Sophia.Johannessen@dfo-mpo.gc.ca;Lisa.Miller@dfo-mpo.gc.ca,"biol.(total inorganic carbon, alkalinity, and pH), O2, nutrients,  zoo/phytoplankton.",STATION-P,CCHDO (PLANNED),sdiggs@ucsd.edu ,DFO-MPO Canada
PAPA,PAPA,,STATION-P,(NDBC),NY,200608,howard.freeland@dfo-mpo.gc.ca,200902,Ocean Station Papa Station P,50.000,-145.000,subsurface,Pacific,PLANNED,Real Time & Delayed Mode Data; Accessible,1,,,1,1,,,CANADA,CANADA,,http://www-sci.pac.dfo-mpo.gc.ca/osap/projects/linepdata/default_e.htm,http://www.meds-sdmm.dfo-mpo.gc.ca/meds/Home_e.htm,,Freeland;Whitney (BCG);L Miller (BGC);D Mackas (Biol),FreelandHj@dfo-mpo.gc.ca;WhitneyF@dfo-mpo.gc.ca;Marie.Robert@dfo-mpo.gc.ca;Sophia.Johannessen@dfo-mpo.gc.ca;Lisa.Miller@dfo-mpo.gc.ca,"biol. (total inorganic carbon, alkalinity, and pH), O2, nutrients,  zoo/phytoplankton. An air-sea gas exchange & sediment trap discontinued",STATION-P,-,-,-
PAPA,PAPA,,STATION-P,(NDBC),48400,200902,Meghan.F.Cronin@noaa.gov,200902,PAPA NOAA PMEL Ocean Climate Stations,50.000,-145.000,observatory,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,1,1,1,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/stnP/,http://www.pmel.noaa.gov/stnP/data.html,,Cronin;Marie Robert;Sabine,Meghan.F.Cronin@noaa.gov;Marie.Robert@dfo-mpo.gc.ca;Chris.Sabine@noaa.gov;,Ocean Acidification,STATION-P,PMEL,paul.Freitag@noaa.gov,PMEL
OOI-PAPA,OOI-PAPA,OOI,STATION-P, -,NY, - ,usend@ucsd.edu, - ,"Ocean Observatories Initiative, North Pacific, Station Papa",50.000,-145.000,subsurface,Pacific,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,1,1,1,1,1,USA,USA- NSF/WHOI/SIO/OSU,,http://www.whoi.edu/page.do?pid=22317,http://www.pmel.noaa.gov/stnP/data.html,,Weller; Send; Plueddemann,rweller@whoi.edu;aplueddemann@whoi.edu;usend@ucsd.edu,"Depth 4250m, Subsurface Profiler Mooring and Mesoscale Flanking Mooring Pair",OOI,-,-,-
STRATUS,STRATUS,STRATUS,,NDBC,38400,200502,rweller@whoi.edu,200902,Stratus Ocean Reference Station,-20.000,-85.000,surface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,,1,1,1,USA,USA-WHOI,,http://uop.whoi.edu/projects/Stratus/,http://uop.whoi.edu/projects/Stratus/stratus/data.htm ,,Weller (WHOI),rweller@whoi.edu;chris.sabine@noaa.gov;ngalbraith@whoi.edu,,STRATUS,WHOI,ngalbraith@whoi.edu,Woods Hole
T0N110W,T0N110W,TAO,TROPICAL PACIFIC,NDBC,32323,200608,michael.j.mcphaden@noaa.gov,200901,TAO  0N 110W,0.000,-110.000,observatory,Pacific,OPERATING,Real Time Data; Accessible,,1,,,1,1,1,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao ,http://www.pmel.noaa.gov/tao/data_deliv/deliv.html,,McPhaden (PMEL);Sabine;Freitag,michael.j.mcphaden@noaa.gov;chris.sabine@noaa.gov;Paul.Freitag@noaa.gov,o.,TAO,NDBC,bill.burnett@noaa.gov,NDBC
T0N140W,T0N140W,TAO,TROPICAL PACIFIC,NDBC,51311,200608,michael.j.mcphaden@noaa.gov,200901,TAO 0N 140W,0.000,-140.000,observatory,Pacific,OPERATING,Real Time Data; Accessible,,1,,1,1,1,1,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao ,http://www.pmel.noaa.gov/tao/data_deliv/deliv.html,,McPhaden (PMEL);Sabine;Freitag,michael.j.mcphaden@noaa.gov;chris.sabine@noaa.gov;Paul.Freitag@noaa.gov,o.,TAO,NDBC,bill.burnett@noaa.gov,NDBC
TR0N156E,TR0N156E,TAO,TROPICAL PACIFIC,(NDBC),52086,200608,andouk@jamstec.go.jp,200903,TRITON -  reference site in West Pac,0.000,156.000,surface,Pacific,OPERATING,Real Time & Delayed Mode Data; Accessible,1,1,,1,,1,,JAPAN,JAPAN-JAMSTEC,,http://www.jamstec.go.jp/jamstec/TRITON/index.html,http://www.jamstec.go.jp/jamstec/TRITON/real_time/php/buoysummary.php,,Kuroda (JAMSTEC);Ando (JAMSTEC),kuroday@jamstec.go.jp;swata@jamstec.go.jp;andouk@jamstec.go.jp,biogeochem. possible for future,TAO,-,-,-
T0N165E,T0N165E,TAO,TROPICAL PACIFIC,NDBC,52321,200608,michael.j.mcphaden@noaa.gov,200901,TAO mooring 0N 165E,0.000,165.000,observatory,Pacific,OPERATING,Real Time Data; Accessible,,1,,1,1,1,1,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/tao ,http://www.pmel.noaa.gov/tao/data_deliv/deliv.html,,McPhaden (PMEL);Sabine;Freitag,michael.j.mcphaden@noaa.gov;chris.sabine@noaa.gov;Paul.Freitag@noaa.gov,on existing TAO/TRITON mooring,TAO,NDBC,bill.burnett@noaa.gov,NDBC
T0N170W,T0N170W,TAO,TROPICAL PACIFIC,NDBC,51010,200608,michael.j.mcphaden@noaa.gov,200901,TAO mooring 0N 170W,0.000,-170.000,observatory,Pacific,OPERATING,Real Time Data; Accessible,,1,,,1,1,,USA,USA-NOAA/PMEL,,http://www.pmel.noaa.gov/co2/moorings/ ,http://www.pmel.noaa.gov/co2/moorings/ ,,McPhaden (PMEL);Sabine;Freitag,michael.j.mcphaden@noaa.gov;chris.sabine@noaa.gov;Paul.Freitag@noaa.gov,o.,TAO,NDBC,bill.burnett@noaa.gov,NDBC
 - , - , - ,, - , - ,200504,chfr@mbari.org, -  ,TAO (MBARI),0.000,-155.000,surface,Pacific,DISCONTINUED,UNKNOWN,1,1,,1,1,1,,USA,USA-MBARI,,http://www.mbari.org/bog/Projects/EQPAC/default.htm,http://www.mbari.org/oasis/qc/index.html,,Chavez (MBARI),chfr@mbari.org,, - ,-,-,-
 - , - , - ,, - , - ,200504,chfr@mbari.org, - ,TAO (MBARI),-2.000,-170.000,surface,Pacific,DISCONTINUED,UNKNOWN,1,1,,1,1,1,,USA,USA-MBARI,,http://www.mbari.org/bog/Projects/EQPAC/default.htm,http://www.mbari.org/oasis/qc/index.html,,Chavez (MBARI),chfr@mbari.org,, - ,-,-,-
 - , - , - ,, - , - , - ,orpa@profc.udec.cl, -,Deep water off Chile,-30.000,-73.000,subsurface,Pacific,DISCONTINUED,UNKNOWN,1,,,,,,,CHILE,CHILE,,, - ,,Pizzaro,orpa@profc.udec.cl,, - ,-,-,-
OOI-SOUTHERN,OOI-SOUTHERN,OOI,, -,NY, - ,usend@ucsd.edu, - ,"Ocean Observatories Initiative, Southern Ocean SW of Chile",-55.000,-90.000,observatory,Southern,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,1,1,1,1,1,USA,USA- NSF/WHOI/SIO/OSU,,http://www.whoi.edu/page.do?pid=22317, - ,,Weller; Send; Plueddemann,rweller@whoi.edu;aplueddemann@whoi.edu;usend@ucsd.edu,"Depth 4800m, Acoustically Linked Surface Mooring with Subsurface Profiler Mooring and Mesoscale Flanking Mooring Pair",OOI,-,-,-
SOTS,PULSE,IMOS,, -,NY,200503,tom.trull@utas.edu.au, - ,IMOS/SOTS south of Tasmania - Pulse,-47.000,140.000,observatory,Southern,OPERATING,Real Time & Delayed Mode Data; Accessible,1,,,1,,,,AUSTRALIA,AUSTRALIA-CSIRO/BOM,,http://imos.org.au/sots.html,http://imos.org.au/sots.html,,Trull; Eric Schulz,tom.trull@utas.edu.au;E.Schulz@bom.gov.au,"sediment trap, Profiling Float, glider",IMOS,IMOS (PLANNED),e.schulz@bom.gov.au,IMOS/CSIRO/BOM
SOTS,PULSE-HEAVY,IMOS,, -, - ,200503,tom.trull@utas.edu.au, - ,IMOS/SOTS south of Tasmania - Pulse,-47.000,140.000,observatory,Southern,PLANNED,Real Time & Delayed Mode Data; Accessible,1,,,1,1,,,AUSTRALIA,AUSTRALIA-CSIRO/BOM,,http://imos.org.au/sots.html,http://imos.org.au/sots.html,,Trull; Eric Schulz,tom.trull@utas.edu.au;E.Schulz@bom.gov.au,"sediment trap, Profiling Float, glider",IMOS,IMOS (PLANNED),e.schulz@bom.gov.au,IMOS/CSIRO/BOM
SOTS,SOFSMET,IMOS,, -, - ,200503,e.schulz@bom.gov.au, - ,IMOS/SOTS south  of Tasmania - Met Buoy (SOFS),-47.000,140.000,surface,Southern,PLANNED,Real Time & Delayed Mode Data; Accessible,1,1,,,,1,1,AUSTRALIA,AUSTRALIA-CSIRO/BOM,,http://imos.org.au/sots.html,http://imos.org.au/sots.html,,Trull; Eric Schulz,tom.trull@utas.edu.au;E.Schulz@bom.gov.au,,IMOS,IMOS (PLANNED),e.schulz@bom.gov.au,IMOS/CSIRO/BOM
NZOTS-SAM,NZOTS-SAM,,, -, - ,200609,s.nodder@niwa.co.nz,200901,New Zealand Ocean Time Series SAM,-46.600,178.500,subsurface,Southern,OPERATING,Delayed Mode Data; Not Accessible,1,,,1,1,1,,NZ,NZ-NIWA,,http://www.agu.org/pubs/crossref/2005/2004JC002833.shtml, - ,,Boyd;S Nodder;Kim Currie,p.boyd@niwa.co.nz;s.nodder@niwa.co.nz;Kimc@chemistry.otago.ac.nz,"particle flux, SAMI pCO2 sensor, chlorophyll;bio-optical instruments",NEWZEALAND,-,-,-
NZOTS-STM,NZOTS-STM,,, -, - ,200609,s.nodder@niwa.co.nz,200901,New Zealand Ocean Time Series STM,-41.200,178.500,subsurface,Southern,OPERATING,Delayed Mode Data; Not Accessible,1,,,1,,1,,NZ,NZ-NIWA,,http://www.agu.org/pubs/crossref/2005/2004JC002833.shtml, - ,,Boyd;S Nodder;Kim Currie,p.boyd@niwa.co.nz;s.nodder@niwa.co.nz;Kimc@chemistry.otago.ac.nz,"particle flux, SAMI pCO2 sensor, chlorophyll;bio-optical instruments",NEWZEALAND,-,-,-
RATS,RATS,,, -, -,200608,mmm@bas.ac.uk,200812,Rothera Time Series (RaTS),-67.000,-68.000,observatory,Southern,OPERATING,Delayed Mode Data; Not Accessible,1,,,1,,,,UK,UK-BAS,,www.antarctica.ac.uk/rats,www.antarctica.ac.uk/rats,,Meredith; Andrew Clarke,mmm@bas.ac.uk,& biological; weekly CTD,ROTHERA,-,-,-
GREENWICHTRANS,AWI227-10,,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddel Greenwich AWI227-10,-59.068,-0.081,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de,,WEDDEL,-,-,-
GREENWICHTRANS,AWI229-8,,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddel Greenwich AWI229-8,-63.967,-0.052,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de,,WEDDEL,-,-,-
GREENWICHTRANS,AWI230-6,,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddel Greenwich AWI230-6,-66.019,-0.080,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de,,WEDDEL,-,-,-
GREENWICHTRANS,AWI231-8,,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddel Greenwich AWI231-8,-66.511,-0.030,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de,,WEDDEL,-,-,-
GREENWICHTRANS,AWI232-9,,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddel Greenwich AWI232-9,-68.996,-0.003,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de,,WEDDEL,-,-,-
WEDDEL-NW,NW1,WEDDEL,WEDDEL, -, - ,200504,agordon@ldeo.columbia.edu,200901,Weddell Sea (northwestern):1,-62.000,-44.000,transport,Southern,DISCONTINUED,Delayed Mode Data; Accessible,1,,,,,,,USA,USA-LDEO,,http://www.ldeo.columbia.edu/res/div/ocp/projects/corc.shtml ,http://www.ldeo.columbia.edu/res/div/ocp/projects/corc.shtml ,,Gordon;Huber,agordon@ldeo.columbia.edu;bhuber@ldeo.columbia.edu,bottom water,WEDDEL,-,-,-
WEDDEL-NW,NW2,WEDDEL,WEDDEL, -, - ,200504,agordon@ldeo.columbia.edu,200901,Weddell Sea (northwestern):2,-62.625,-43.250,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,USA-LDEO,,http://www.ldeo.columbia.edu/res/div/ocp/projects/corc.shtml ,http://www.ldeo.columbia.edu/res/div/ocp/projects/corc.shtml ,,Gordon;Huber,agordon@ldeo.columbia.edu;bhuber@ldeo.columbia.edu,bottom water,WEDDEL,-,-,-
WEDDEL-NW,NW3,WEDDEL,WEDDEL, -, - ,200504,agordon@ldeo.columbia.edu,200901,Weddell Sea (northwestern):3,-63.500,-41.780,transport,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,USA,USA-LDEO,,http://www.ldeo.columbia.edu/res/div/ocp/projects/corc.shtml ,http://www.ldeo.columbia.edu/res/div/ocp/projects/corc.shtml ,,Gordon;Huber,agordon@ldeo.columbia.edu;bhuber@ldeo.columbia.edu,bottom water,WEDDEL,-,-,-
WEDDELAWI206-6,AWI206-6,WEDDEL,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI206-6,-63.480,-52.096,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI207-7,AWI207-7,WEDDEL,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI207-7,-63.712,-50.843,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI208-5,AWI208-5,WEDDEL,WEDDEL, -, - ,200504,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI208-5,-66.614,-36.407,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI209-5,AWI209-5,WEDDEL,WEDDEL, -, - , - ,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI209-5,-66.615,-27.118,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI216-3,AWI216-3,WEDDEL,WEDDEL, -, - , - ,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI216-3,-63.901,-49.078,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI217-3,AWI217-3,WEDDEL,WEDDEL, -, - , - ,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI217-3,-64.394,-45.873,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI244-1,AWI244-1,WEDDEL,WEDDEL, -, - , - ,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI244-1,-68.995,-6.945,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELAWI245-1,AWI245-1,WEDDEL,WEDDEL, -, - , - ,efahrbach@awi-bremerhaven.de,200903,Weddell Sea proper AWI245-1,-69.061,-17.432,observatory,Southern,OPERATING,Delayed Mode Data; Accessible,1,,,,,,,GERMANY,GERMANY-AWI,,, - ,,Fahrbach (AWI),efahrbach@awi-bremerhaven.de;Gerd.Rohardt@awi.de,sea ice,WEDDEL,-,-,-
WEDDELWSW-S2,WSW-S2,WEDDEL,WEDDEL,(IFREMER),NY, - ,svein.Osterhus@gfi.uib.no, - ,Weddell Sea (southwestern),-73.500,-35.000,subsurface,Southern,DISCONTINUED,UNKNOWN,1,,,,,,,NORWAY,NORWAY,,, - ,,Osterhus (Norway),svein.Osterhus@gfi.uib.no,ISW overflow,WEDDEL,NORWAY (PLANNED),svein.Osterhus@gfi.uib.no,BERGEN
AGULHASRETURN,AGULHASRETURN, - ,,(NDBC), - ,201006,meghan.f.cronin@noaa.gov, - ,Agulhas Return Current,-38.5,30.00,observatory,Southern,PLANNED,Real Time & Delayed Mode Data; Accessible soon,1,1,1,,1,,,USA,USA - NOAA/PMEL,,http://www.pmel.noaa.gov/people/cronin/ARC/ARC.html,http://www.pmel.noaa.gov/ocs/data_del.html,0,Cronin,kspeer@ocean.fsu.edu; meghan.f.cronin@noaa.gov,, - ,PMEL (PLANNED),paul.Freitag@noaa.gov,-
 - , - ,,, - , - ,200412,yhpark@mnhn.fr, - ,Kerguelen CLIOKER:1,-50.770,68.870,observatory,Southern,DISCONTINUED,UNKNOWN,1,,,,,,,FRANCE,FRANCE,,, - ,,Park,yhpark@mnhn.fr,(monthly CTD), - ,-,-,-
 - , - ,,, - , - ,200412,yhpark@mnhn.fr, - ,Kerguelen CLIOKER:2,-49.470,71.370,observatory,Southern,DISCONTINUED,UNKNOWN,1,,,,,,,FRANCE,FRANCE,,, - ,,Park,yhpark@mnhn.fr,(monthly CTD), - ,-,-,-
 - , - ,,, - , - ,200503,aorsi@tamu.edu, -,Ross Sea Ocean Time Series,-71.500,172.500,subsurface,Southern,DISCONTINUED,UNKNOWN,1,,,,,,,USA,USA,,, - ,,Gordon;Huber,agordon@ldeo.columbia.edu;bhuber@ldeo.columbia.edu,"bottom water overflow, 6-12 moorings", - ,-,-,-
 - , - ,,DRAKE PASSAGE, - , - ,200501,cwh@pol.ac.uk, - ,Drake Passage:1,-54.940,-58.390,transport,Southern,DISCONTINUED,UNKNOWN,1,,,,,,,UK,UK-POL,,http://www.pol.ac.uk/home/research/p1t3comm.html,http://www.pol.ac.uk/psmslh/gloup/gloup.html,,Hughes; Provost,cwh@pol.ac.uk;cp@lodyc.jussieu.fr,"BPR,IES (POL)", - ,-,-,-
 - , - ,,DRAKE PASSAGE, - , - ,200501,cwh@pol.ac.uk, - ,Drake Passage:2,-60.850,-54.710,transport,Southern,DISCONTINUED,UNKNOWN,,,,,,,,UK,UK-POL,,http://www.pol.ac.uk/home/research/p1t3comm.html,http://www.pol.ac.uk/psmslh/gloup/gloup.html,,Hughes; Provost,cwh@pol.ac.uk;cp@lodyc.jussieu.fr,"BPR,IES (POL)", - ,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
